"region","year","cpo","pit","numerical_failure"
"전라북도김제시",2020,0.0146694255441992,0.023943501112079,0
"전라북도김제시",2021,0.0610193207458795,0.401555885399118,0
"전라북도김제시",2022,0.0943439192925522,0.799952231007423,0
"전라북도김제시",2023,0.0275416070558447,0.964085005382836,0
"전라북도김제시",2024,0.0273758575502205,0.969750297943851,0
"전라북도완주군",2020,0.0826271823822852,0.695939831353681,0
"전라북도완주군",2021,0.0400060283753524,0.133616459965827,0
"전라북도완주군",2022,0.012203677313543,0.984702122703488,0
"전라북도완주군",2023,0.106615307873395,0.799463403954848,0
"전라북도완주군",2024,0.162479158521799,0.662784312929749,0
"전라북도진안군",2020,0.300504552075404,0.511865878599106,0
"전라북도진안군",2021,0.218706891748795,0.487985511384036,0
"전라북도진안군",2022,0.152430442897238,0.932167399452059,0
